Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
499989,The Childhood of Jesus,J.M. Coetzee,"Coetzee, J.M.",,9781846557262,"=""9781846557262""",3,3.48,Harvill Secker,Hardcover,288,2013,2013,,2025/01/12,to-read,to-read (#1),to-read,,,,2,1
108071,"Interesting Times (Discworld, #17; Rincewind, #5)",Terry Pratchett,"Pratchett, Terry",,9780061052521,"=""9780061052521""",0,4.15,HarperPrism,ebook,368,1997,1997,,2025/01/13,to-read,to-read (#1),to-read,Too slow for my taste.,,,0,0
265969,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"Pratchett, Terry",,9780451157041,"=""9780451157041""",0,4.07,New American Library,ebook,228,1988,1988,,2021/11/14,currently-reading,currently-reading (#1),currently-reading,Not my cup of tea. Found it boring.,,,2,0
917557,The Yellow Wallpaper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",,9780192834805,"=""9780192834805""",4,4.07,"Oxford University Press, USA",ebook,63,1998,1998,2022/02/01,2021/12/05,read,read (#1),read,Captivating from start to finish.,,,0,0
601668,"Bedlam (Skulduggery Pleasant, #12)",Derek Landy,"Landy, Derek",,9780008303969,"=""9780008303969""",4,4.32,HarperCollins,ebook,608,2019,2019,,2023/01/08,to-read,to-read (#1),to-read,Thought-provoking and well-written.,,,0,1
171971,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,2082111822,"=""2082111822""",2,4.21,Flammarion,Hardcover,226,1988,1988,2023/05/09,2023/03/07,read,read (#1),read,Didn't connect with the characters.,,,1,0
895251,Pachinko,Min Jin Lee,"Lee, Min Jin",,9781455563937,"=""9781455563937""",0,3.5,Grand Central Publishing,Paperback,490,2017,2017,,2024/03/06,currently-reading,currently-reading (#1),currently-reading,,,,2,1
343743,The Three-Body Problem,Cixin Liu,"Liu, Cixin",,9781784971618,"=""9781784971618""",5,5.0,Head of Zeus,ebook,550,2008,2008,,2023/12/18,to-read,to-read (#1),to-read,,,,1,0
673957,Ways of Seeing,John Berger,"Berger, John",,9780140135152,"=""9780140135152""",3,3.93,Penguin (Non-Classics),Hardcover,176,1990,1990,2025/06/06,2025/05/03,read,read (#1),read,,,,0,1
193556,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,9781409181637,"=""9781409181637""",0,3.5,Orion Publishing Group,Hardcover,300,2018,2018,2024/10/25,2024/09/18,read,read (#1),read,Not my cup of tea. Found it boring.,,,2,1
231540,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,9780307271082,"=""9780307271082""",5,4.31,Alfred A. Knopf,ebook,477,2013,2013,2023/06/10,2023/03/14,read,read (#1),read,,,,1,0
181519,"Death Bringer (Skulduggery Pleasant, #6)",Derek Landy,"Landy, Derek",,9780008266387,"=""9780008266387""",0,4.47,HarperCollinsChildren’sBooks,Hardcover,609,2018,2018,2022/06/08,2022/06/03,read,read (#1),read,,,,1,1
836879,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,"Nosrat, Samin",,9781476753836,"=""9781476753836""",2,4.4,Simon and Schuster,ebook,480,2017,2017,2022/05/27,2022/03/22,read,read (#1),read,,,,0,1
965688,Lote,Shola von Reinhold,"Reinhold, Shola von",,9781713539018,"=""9781713539018""",5,4.05,Audible Studios on Brilliance,Paperback,384,2020,2020,,2025/05/26,to-read,to-read (#1),to-read,,,,2,1
193593,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,9782764023068,"=""9782764023068""",3,3.5,Quebecor,ebook,300,1936,1936,,2023/09/21,to-read,to-read (#1),to-read,,,,2,1
255639,The Tipping Point,Malcolm Gladwell,"Gladwell, Malcolm",,9780316316965,"=""9780316316965""",3,3.5,"Little, Brown and Company",Kindle Edition,288,2000,2000,2022/02/11,2021/11/27,read,read (#1),read,,,,2,1
